"Restaurant Depot #506",,"Customer# 50608066"
"3670 E Marginal Way South",,"THE BERLINER DONER KEBAB"
"Seattle, WA 98134",,"221,1ST AVE S"
3520007554,"RICE PARBOIL CUBE  1/50# ",1,0,$31.17
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$46.59
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$46.59
4150081938,"MUSTARD YLW FRENCH 4/105Z",0,1,$18.89
71375741270,"GLOVE VNL MD PF          ",0,1,$39.82
4900004897,"FANTA ORANGE       355ML ",1,0,$35.20
1,"SEATTLE SBT",1,0,$5.04
4900004897,"FANTA ORANGE       355ML ",1,0,$35.20
1,"SEATTLE SBT",1,0,$5.04
4900004897,"FANTA ORANGE       355ML ",1,0,$35.20
1,"SEATTLE SBT",1,0,$5.04
4900004897,"FANTA ORANGE       355ML ",1,0,$35.20
1,"SEATTLE SBT",1,0,$5.04
4900004422,"MEXICAN COKE       355ML ",1,0,$35.20
1,"SEATTLE SBT",1,0,$5.04
4900004422,"MEXICAN COKE       355ML ",1,0,$35.20
1,"SEATTLE SBT",1,0,$5.04
4900004422,"MEXICAN COKE       355ML ",1,0,$35.20
1,"SEATTLE SBT",1,0,$5.04
4900004422,"MEXICAN COKE       355ML ",1,0,$35.20
1,"SEATTLE SBT",1,0,$5.04
76069502219,"CUP SFL 3.25ZSNSET       ",0,1,$62.95
76069502223,"LID SFL 3.25-5Z          ",0,1,$54.94
7959448980,"BAG BRN SOS 1/6          ",1,0,$72.44
76069557428,"SPC DILL WEED 2#         ",1,0,$21.35
76069557339,"SPC ONION PWDR           ",1,0,$20.97
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$26.33
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$26.33
76069557323,"SPC GARLIC POWDER  5LB   ",1,0,$28.25
0,Sub-Total,0,0,"$2,656.48"
0,"Delivery Charge",0,0,$0.00
0,Tax,0,0,$13.41
0,Total,0,0,"$2,669.89"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX9317",0,0,"$2,669.89"
0,Balance,0,0,$0.00

"Invoice: ","123667 Terminal: 0","07/15/2023 12:00 am"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
90959061905,"BARINSE SANITIZER        "," -1",0," -$58.22"
0,Sub-Total,0,0," -$58.22"
0,Tax,0,0," -$5.97"
0,Total,0,0," -$64.19"
0,"IOU PAYMNT X9411",0,0," -$64.19"
0,Balance,0,0,$0.00

"Invoice: ","28846 Terminal: 60","07/15/2023 12:48 pm"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
76069501695,"YOG DAHI W/M JF    5#    ",0,6,$160.50
75321474134,"PD TOFU EXTRA FIRM       ",0,2,$33.64
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20713500000,"LAMB GROUND              ",10,0,$49.90
20796680000,"BF HAL CHUCK ROLL        ",52.9,0,$253.92
20796680000,"BF HAL CHUCK ROLL        ",63.7,0,$305.76
20796680000,"BF HAL CHUCK ROLL        ",63.7,0," -$24.49"
20796680000,"BF HAL CHUCK ROLL        ",56.1,0,$257.50
60688610809,"CHZ FETA PAIL 9#         ",0,1,$49.80
71375741270,"GLOVE VNL MD PF          ",0,1,$39.82
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$19.40
4900005849,"COKE ZERO          12Z   ",1,0,$18.76
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$46.59
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$46.59
7934102213,"TORT WHT GRDITA13""       ",0,1,$43.54
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$19.40
90959061905,"BARINSE SANITIZER        ",1,0,$58.22
3700008310,"DAWN ORIGINAL PUMP       ",0,1,$65.24
78707400092,"PAPER WRAP 15X16         ",0,1,$102.85
76069502848,"TRAY-FOOD 300#     3.#   ",1,0,$34.64
7959448953,"BAG BRN SOS 8#           ",1,0,$23.50
7959448947,"BAG BRN SOS 4#           ",1,0,$12.01
76069557423,"SPC CORIANDR SD GD 14Z   ",1,0,$7.56
76069557423,"SPC CORIANDR SD GD 14Z   ",1,0,$7.56
76069557423,"SPC CORIANDR SD GD 14Z   ",1,0,$7.56
76069557428,"SPC DILL WEED 2#         ",1,0,$21.35
1159430001,"TIMS HAW MIX PACK        ",1,0,$19.40
1159430001,"TIMS HAW MIX PACK        ",1,0,$19.40
76069501439,"VINEGAR APL CIDER  5%    ",1,0,$7.63
7959448947,"BAG BRN SOS 4#           ",1,0,$12.01
76069502848,"TRAY-FOOD 300#     3.#   "," -1",0," -$34.64"
60688610809,"CHZ FETA PAIL 9#         ",0," -1"," -$49.80"
76069502959,"CONT#3 TO GO KRAFT 64Z   ",1,0,$72.08
2060079278,"PD TOMATO ROMA XL        ",1,0,$25.21
2060079278,"PD TOMATO ROMA XL        ",1,0,$25.21
2060079278,"PD TOMATO ROMA XL        ",1,0,$25.21
2060043858,"PD LETT ROMAINE HT       ",0,1,$27.25
2060043858,"PD LETT ROMAINE HT       ",0,1,$27.25
2060043858,"PD LETT ROMAINE HT       ",0,1,$27.25
2060043858,"PD LETT ROMAINE HT       ",0,1,$27.25
2060043858,"PD LETT ROMAINE HT       ",0,1,$27.25
72906299119,"PDU ITALIAN PARSLE Y     ",1,0,$5.79
2060035413,"PD CUCUMBER SEL 72       ",1,0,$30.99
67854450137,"APRON STRIP CHALK        ",6,0,$68.52
60688610845,"CHZ FETA CRUMB ITH 5#    ",0,1,$57.63
2060042597,"PD CABB RED 45LB         ",1,0,$62.35
0,Sub-Total,0,0,"$2,659.56"
0,"Delivery Charge",0,0,$0.00
0,Tax,0,0,$23.76
0,Total,0,0,"$2,683.32"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX2024",0,0,"$2,683.32"
0,Balance,0,0,$0.00

"Invoice: ","151 Terminal: 60","08/07/2023 11:09 am"
UPC,Description,Unit,Case,Price
3520007554,"RICE PARBOIL CUBE  1/50# ",1,0,$34.96
74243404471,"PEPPER BAN RNGMIL        ",0,1,$30.44
76069502959,"CONT#3 TO GO KRAFT 64Z   ",1,0,$80.81
7218100841,"FOIL INSUL-14X16         ",1,0,$54.56
7218100841,"FOIL INSUL-14X16         "," -1",0," -$54.56"
7218100841,"FOIL INSUL-14X16         ",0,1,$98.20
7934122334,"WRPS DP12"" SPINACH 10CT  "," -4",0," -$19.44"
76069557288,"SPC PEPR BLK GRND  5LB   "," -1",0," -$23.17"
76069557504,"SPC PEPR BLK 18MSH 5LB   ",1,0,$29.21
3022301150,"PD SPINACH CLEAN         ",0,1,$21.28
2060035413,"PD CUCUMBER SEL 72       ",1,0,$34.82
2060042530,"PD LETT ROMAINE          ",1,0,$26.77
2060042530,"PD LETT ROMAINE          ",1,0,$26.77
2060042530,"PD LETT ROMAINE          ",1,0,$26.77
2060042530,"PD LETT ROMAINE          ",1,0,$26.77
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$19.04
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$19.04
60688610845,"CHZ FETA CRUMB ITH 5#    ",0,1,$63.03
2060079278,"PD TOMATO ROMA XL        ",1,0,$32.63
2060079278,"PD TOMATO ROMA XL        ",1,0,$32.63
2060079278,"PD TOMATO ROMA XL        ",1,0,$32.63
2060079278,"PD TOMATO ROMA XL        ",1,0,$32.63
2060079278,"PD TOMATO ROMA XL        ",1,0,$32.63
20796680000,"BF HAL CHUCK ROLL        ",59.4,0,$287.50
20796680000,"BF HAL CHUCK ROLL        ",59.4,0," -$13.07"
20796680000,"BF HAL CHUCK ROLL        ",56.9,0,$262.88
20796680000,"BF HAL CHUCK ROLL        ",63.2,0,$291.98
2060079278,"PD TOMATO ROMA XL        "," -1",0," -$32.63"
20795020000,"CHX HAL THIGH CVP        ",40,0,$80.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$80.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$80.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$80.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$80.80
0,Sub-Total,0,0,"$2,351.77"
0,"Delivery Charge",0,0,$25.00
0,Tax,0,0,$0.00
0,Total,0,0,"$2,376.77"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX0607",0,0,"$2,376.77"
0,Balance,0,0,$0.00
" -2","Previous Balance",0,0,$0.00
76069557288,"SPC PEPR BLK GRND  5LB   ",1,0,$23.17
72181004112,"BAG SANDWICH-DX18        ",1,0,$53.52
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$28.34
7934122334,"WRPS DP12"" SPINACH 10CT  ",1,0,$4.86
7934122334,"WRPS DP12"" SPINACH 10CT  ",1,0,$4.86
7934122334,"WRPS DP12"" SPINACH 10CT  ",1,0,$4.86
7934122334,"WRPS DP12"" SPINACH 10CT  ",1,0,$4.86
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$21.01
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$21.01
1159430001,"TIMS HAW MIX PACK        ",1,0,$21.01
1159430001,"TIMS HAW MIX PACK        ",1,0,$21.01
9492211905,"NAP INTERFOLD WHT  2PLY  ",1,0,$57.27
4900005846,"COKE CLASSIC       12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
1,"SEATTLE SBT",1,0,$7.35
4900005846,"COKE CLASSIC       12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
1,"SEATTLE SBT",1,0,$7.35
4900005847,"DIET COKE          12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
4900005849,"COKE ZERO          12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$45.14
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$45.14
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$45.14

"Invoice: ","363 Terminal: 60","08/14/2023 10:01 am"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$45.14
76069500166,"TOM PUREE 1.06 ISB       ",1,0,$7.51
71375741270,"GLOVE VNL MD PF          ",0,1,$45.40
88264500004,"PD ONION YLW BAGS        ",1,0,$6.33
76069557339,"SPC ONION PWDR           ",1,0,$23.10
2060042760,"PD TOMATO 25LB XL        ",1,0,$16.89
2060042760,"PD TOMATO 25LB XL        ",1,0,$16.89
2060042760,"PD TOMATO 25LB XL        ",1,0,$16.89
7959448953,"BAG BRN SOS 8#           ",1,0,$23.34
76069502959,"CONT#3 TO GO KRAFT 64Z   ",1,0,$80.81
4900005847,"DIET COKE          12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
4900005847,"DIET COKE          12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
4900005849,"COKE ZERO          12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
74243404471,"PEPPER BAN RNGMIL        ",0,1,$30.44
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$28.34
7934122334,"WRPS DP12"" SPINACH 10CT  ",1,0,$4.86
7934122334,"WRPS DP12"" SPINACH 10CT  ",1,0,$4.86
7934122334,"WRPS DP12"" SPINACH 10CT  ",1,0,$4.86
3729791447,"FLOUR CRN MSCA     4#    ",1,0,$51.20
72906299119,"PDU ITALIAN PARSLE Y     ",1,0,$3.38
61070809790,"PD HRB DILL 1LB          ",1,0,$6.03
2060042530,"PD LETT ROMAINE          ",1,0,$29.91
2060042530,"PD LETT ROMAINE          ",1,0,$29.91
2060042530,"PD LETT ROMAINE          ",1,0,$29.91
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$18.81
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$18.81
20713500000,"LAMB GROUND              ",10,0,$55.80
30223021261,"PD CABB RED SHRD         ",0,1,$34.54
30223021261,"PD CABB RED SHRD         ",0,1,$34.54
81865401172,"PDU LEMON 5#             ",1,0,$7.45
2060042530,"PD LETT ROMAINE          ",1,0,$29.91
2060042530,"PD LETT ROMAINE          ",1,0,$29.91
2060035413,"PD CUCUMBER SEL 72       ",1,0,$32.22
20796680000,"BF HAL CHUCK ROLL        ",51.6,0,$251.29
20796680000,"BF HAL CHUCK ROLL        ",55.2,0,$268.83
20796680000,"BF HAL CHUCK ROLL        ",55.2,0," -$23.50"
20796680000,"BF HAL CHUCK ROLL        ",52.7,0,$245.06
20795020000,"CHX HAL THIGH CVP        ",40,0,$80.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$80.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$80.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$80.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$80.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$80.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$80.80
7959448947,"BAG BRN SOS 4#           ",1,0,$11.64
7934102213,"TORT WHT GRDITA13""       ",0,1,$47.82
4150081938,"MUSTARD YLW FRENCH 4/105Z",0,1,$21.19
0,Sub-Total,0,0,"$2,213.49"
0,"Delivery Charge",0,0,$25.00
0,Tax,0,0,$4.65
0,Total,0,0,"$2,243.14"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX3446",0,0,"$2,243.14"
0,Balance,0,0,$0.00

"Invoice: ","830 Terminal: 60","08/21/2023 7:47 am"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
3520007554,"RICE PARBOIL CUBE  1/50# ",1,0,$36.49
3520007554,"RICE PARBOIL CUBE  1/50# ",1,0,$36.49
2700038251,"KETCHUP HUNTS      #10   ",0,1,$32.09
78707400092,"PAPER WRAP 15X16         ",0,1,$113.62
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$28.34
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$28.34
1159430001,"TIMS HAW MIX PACK        ",1,0,$21.01
1159430001,"TIMS HAW MIX PACK        ",1,0,$21.01
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$21.01
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$21.01
4900005846,"COKE CLASSIC       12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
1,"SEATTLE SBT",1,0,$7.35
4900005846,"COKE CLASSIC       12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
1,"SEATTLE SBT",1,0,$7.35
74243404471,"PEPPER BAN RNGMIL        ",0,1,$30.44
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$45.14
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$45.14
2460001700,"SALT KOSHER MORTON       ",0,1,$46.23
76069500166,"TOM PUREE 1.06 ISB       ",1,0,$7.51
71375741270,"GLOVE VNL MD PF          ",0,1,$45.40
7959448953,"BAG BRN SOS 8#           ",1,0,$23.34
7959448947,"BAG BRN SOS 4#           ",1,0,$11.64
20713500000,"LAMB GROUND              ",10,0,$55.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$86.40
20795020000,"CHX HAL THIGH CVP        ",40,0,$86.40
20795020000,"CHX HAL THIGH CVP        ",40,0,$86.40
20795020000,"CHX HAL THIGH CVP        ",40,0,$86.40
20795020000,"CHX HAL THIGH CVP        ",40,0,$86.40
20795020000,"CHX HAL THIGH CVP        ",40,0,$86.40
2060042530,"PD LETT ROMAINE          ",1,0,$25.93
2060042530,"PD LETT ROMAINE          ",1,0,$25.93
2060042530,"PD LETT ROMAINE          ",1,0,$25.93
20796680000,"BF HAL CHUCK ROLL        ",53.1,0,$257.53
20796680000,"BF HAL CHUCK ROLL        ",50.7,0,$245.90
20796680000,"BF HAL CHUCK ROLL        ",50.7,0," -$22.84"
20796680000,"BF HAL CHUCK ROLL        ",61.6,0,$285.21
2060035413,"PD CUCUMBER SEL 72       ",1,0,$32.22
8437004591449,"PD GARLIC SPAINPLD       ",0,1,$65.73
3022301150,"PD SPINACH CLEAN         ",0,1,$21.96
60688610845,"CHZ FETA CRUMB ITH 5#    ",0,1,$61.36
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$19.12
2060079278,"PD TOMATO ROMA XL        ",1,0,$28.89
2060079278,"PD TOMATO ROMA XL        ",1,0,$28.89
2060079278,"PD TOMATO ROMA XL        ",1,0,$28.89
2060042597,"PD CABB RED 45LB         ",1,0,$38.79
2060042597,"PD CABB RED 45LB         ",0,30," -$11.64"
0,Sub-Total,0,0,"$2,399.33"
0,"Delivery Charge",0,0,$25.00
0,Tax,0,0,$4.65
0,Total,0,0,"$2,428.98"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX6303",0,0,"$2,428.98"
0,Balance,0,0,$0.00

"Invoice: ","1051 Terminal: 60","08/28/2023 7:48 am"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
4800114544,"KNORR BASE BF LIQU       ",0,1,$63.03
76069557443,"SPC OREGANO GREEK  24Z   ",1,0,$21.02
76069557288,"SPC PEPR BLK GRND  5LB   ",1,0,$23.17
2060079278,"PD TOMATO ROMA XL        ",1,0,$27.47
2060079278,"PD TOMATO ROMA XL        ",1,0,$27.47
4900004897,"FANTA ORANGE       355ML ",1,0,$38.84
1,"SEATTLE SBT",1,0,$5.04
4900005849,"COKE ZERO          12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
4900005849,"COKE ZERO          12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
4900005847,"DIET COKE          12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
4900005846,"COKE CLASSIC       12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
1,"SEATTLE SBT",1,0,$7.35
4900005846,"COKE CLASSIC       12Z   ",1,0,$19.99
62380,"(Coupon) NO LONGER ON FILE",1,0," -$0.80"
1,"SEATTLE SBT",1,0,$7.35
76069502959,"CONT#3 TO GO KRAFT 64Z   ",1,0,$53.82
4900004422,"MEXICAN COKE       355ML ",1,0,$38.60
1,"SEATTLE SBT",1,0,$5.04
4900004897,"FANTA ORANGE       355ML ",1,0,$38.84
1,"SEATTLE SBT",1,0,$5.04
4900004422,"MEXICAN COKE       355ML ",1,0,$38.60
1,"SEATTLE SBT",1,0,$5.04
4900004422,"MEXICAN COKE       355ML ",1,0,$38.60
1,"SEATTLE SBT",1,0,$5.04
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$45.14
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$45.14
7218100405,"BAG SANDWICH-PB18        ",1,0,$50.99
7959448947,"BAG BRN SOS 4#           ",1,0,$11.64
7959448947,"BAG BRN SOS 4#           ",1,0,$11.64
7959448953,"BAG BRN SOS 8#           ",1,0,$23.34
4150081938,"MUSTARD YLW FRENCH 4/105Z",0,1,$21.19
76069500627,"ORANGE THUN CITRUS       ",0,1,$42.99
4800114544,"KNORR BASE BF LIQU       ",0," -1"," -$63.03"
2060042530,"PD LETT ROMAINE          ",1,0,$28.16
2060035413,"PD CUCUMBER SEL 72       ",1,0,$28.60
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$19.12
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$19.12
60688610845,"CHZ FETA CRUMB ITH 5#    ",0,1,$58.57
3022301150,"PD SPINACH CLEAN         ",0,1,$21.96
20713500000,"LAMB GROUND              ",10,0,$55.80
2060079278,"PD TOMATO ROMA XL        ",1,0,$27.47
20713500000,"LAMB GROUND              ",10,0,$55.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$85.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$85.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$85.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$85.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$85.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$85.60
8113700600,"TOWEL C/P 2-PLY    PS    ",1,0,$45.29
71375741270,"GLOVE VNL MD PF          ",0,1,$45.40
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$28.34
72906299119,"PDU ITALIAN PARSLE Y     ",1,0,$6.09
61070809790,"PD HRB DILL 1LB          ",1,0,$6.03
7934102213,"TORT WHT GRDITA13""       ",0,1,$47.82
20796680000,"BF HAL CHUCK ROLL        ",62.1,0,$322.30
20796680000,"BF HAL CHUCK ROLL        ",62.1,0," -$13.66"
20796680000,"BF HAL CHUCK ROLL        ",53.7,0,$266.89
4800114545,"KNORR VEG LQD BASE       ",0,1,$63.14
2060042530,"PD LETT ROMAINE          ",1,0,$28.16
2060042530,"PD LETT ROMAINE          ",1,0,$28.16
2060042530,"PD LETT ROMAINE          ",1,0,$28.16
2060042530,"PD LETT ROMAINE          ",1,0,$28.16
2060042530,"PD LETT ROMAINE          ",1,0,$28.16
0,Sub-Total,0,0,"$2,520.99"
0,"Delivery Charge",0,0,$25.00
0,Tax,0,0,$13.70
0,Total,0,0,"$2,559.69"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX9152",0,0,"$2,559.69"
0,Balance,0,0,$0.00

"Invoice: ","1223 Terminal: 60","09/05/2023 11:38 am"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
76069500166,"TOM PUREE 1.06 ISB       ",1,0,$7.51
2670058501,"OIL CANOLA GAL           ",1,0,$15.62
70931183111,"GLOVE VNL MD PF          ",0,1,$45.40
81598301308,"FORK BLK WRP PS          ",1,0,$37.19
7959448947,"BAG BRN SOS 4#           ",1,0,$13.85
7959448947,"BAG BRN SOS 4#           ",1,0,$13.85
76069502959,"CONT#3 TO GO KRAFT 64Z   ",1,0,$53.82
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$19.20
63388,"(Coupon) Tims Variety Pack 30ct",1,0," -$1.50"
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$19.20
63388,"(Coupon) Tims Variety Pack 30ct",1,0," -$1.50"
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$19.20
63388,"(Coupon) Tims Variety Pack 30ct",1,0," -$1.50"
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$19.20
63388,"(Coupon) Tims Variety Pack 30ct",1,0," -$1.50"
78707400092,"PAPER WRAP 15X16         ",0,1,$113.62
4900005846,"COKE CLASSIC       12Z   ",1,0,$20.19
1,"SEATTLE SBT",1,0,$7.35
4900004422,"MEXICAN COKE       355ML ",1,0,$38.60
1,"SEATTLE SBT",1,0,$5.04
1159430001,"TIMS HAW MIX PACK        ",1,0,$21.01
1159430001,"TIMS HAW MIX PACK        ",1,0,$21.01
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$28.34
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$28.34
3520019758,"RICE PARBOIL BAG   1/50# ",1,0,$39.34
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$51.80
74243404471,"PEPPER BAN RNGMIL        ",0,1,$30.44
20796680000,"BF HAL CHUCK ROLL        ",66.8,0,$346.69
20796680000,"BF HAL CHUCK ROLL        ",66.8,0," -$14.70"
20796680000,"BF HAL CHUCK ROLL        ",49.2,0,$244.52
20796680000,"BF HAL CHUCK ROLL        ",61.9,0,$307.64
20713500000,"LAMB GROUND              ",10,0,$51.10
20795020000,"CHX HAL THIGH CVP        ",40,0,$85.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$85.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$85.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$85.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$85.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$85.60
2060035413,"PD CUCUMBER SEL 72       ",1,0,$27.78
3022301150,"PD SPINACH CLEAN         ",0,1,$4.47
2060042760,"PD TOMATO 25LB XL        ",1,0,$21.78
72906299119,"PDU ITALIAN PARSLE Y     ",1,0,$6.26
61070809790,"PD HRB DILL 1LB          ",1,0,$6.03
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$18.02
0,Sub-Total,0,0,"$2,196.31"
0,"Delivery Charge",0,0,$25.00
0,Tax,0,0,$4.65
0,Total,0,0,"$2,225.96"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX1957",0,0,"$2,225.96"
0,Balance,0,0,$0.00

"Invoice: ","2290 Terminal: 60","10/02/2023 10:58 am"
UPC,Description,Unit,Case,Price
65226,"(Coupon) COKE, DIET COKE, SPRITE, COKE ZERO 12z",1,0," -$1.10"
74243404471,"PEPPER BAN RNGMIL        ",0,1,$30.44
4150081938,"MUSTARD YLW FRENCH 4/105Z",0,1,$21.19
30223021261,"PD CABB RED SHRD         ",0,1,$34.05
30223021261,"PD CABB RED SHRD         ",0,1,$34.05
0,Sub-Total,0,0,"$1,937.07"
0,"Delivery Charge",0,0,$25.00
0,Tax,0,0,$0.00
0,Total,0,0,"$1,962.07"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX2949",0,0,"$1,962.07"
0,Balance,0,0,$0.00
" -2","Previous Balance",0,0,$0.00
61070809790,"PD HRB DILL 1LB          ",1,0,$6.03
2060042530,"PD LETT ROMAINE          ",1,0,$30.60
2060042530,"PD LETT ROMAINE          ",1,0,$30.60
2060035413,"PD CUCUMBER SEL 72       ",1,0,$29.47
2060042530,"PD LETT ROMAINE          ",1,0,$30.60
20796680000,"BF HAL CHUCK ROLL        ",51,0,$252.96
20796680000,"BF HAL CHUCK ROLL        ",57.6,0,$285.70
20796680000,"BF HAL CHUCK ROLL        ",57.6,0," -$23.89"
20796680000,"BF HAL CHUCK ROLL        ",57.1,0,$270.66
20796680000,"BF HAL CHUCK ROLL        ",57.7,0,$273.50
76069500166,"TOM PUREE 1.06 ISB       ",1,0,$7.51
7959448953,"BAG BRN SOS 8#           ",1,0,$27.00
76069557443,"SPC OREGANO GREEK  24Z   ",1,0,$21.02
76069557428,"SPC DILL WEED 2#         ",1,0,$23.58
76069557484,"SPC PAPRIKA        4.5LB ",1,0,$18.59
1159430001,"TIMS HAW MIX PACK        ",1,0,$21.01
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$21.01
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$49.66
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$49.66
4900004897,"FANTA ORANGE       355ML ",1,0,$38.84
1,"SEATTLE SBT",1,0,$5.04
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$21.01
1159430001,"TIMS HAW MIX PACK        ",1,0,$21.01
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$19.12
2060042760,"PD TOMATO 25LB XL        ",1,0,$25.31
2060042760,"PD TOMATO 25LB XL        ",1,0,$25.31
2060042760,"PD TOMATO 25LB XL        ",1,0,$25.31
4900004422,"MEXICAN COKE       355ML ",1,0,$38.60
1,"SEATTLE SBT",1,0,$5.04
4900005846,"COKE CLASSIC       12Z   ",1,0,$19.54
65226,"(Coupon) COKE, DIET COKE, SPRITE, COKE ZERO 12z",1,0," -$1.10"
